	H	E	C	NA	pdb_idcode
324	0.10526315789473684	0.15789473684210525	0.7368421052631579	0.0	4yfl
325	0.2631578947368421	0.3157894736842105	0.42105263157894735	0.0	4yk4
326	0.75	0.08333333333333333	0.16666666666666666	0.0	4yqx
327	0.42857142857142855	0.14285714285714285	0.42857142857142855	0.0	4yue
328	0.0	0.4166666666666667	0.5833333333333334	0.0	4ywg
329	0.21428571428571427	0.0	0.7857142857142857	0.0	4yzf
330	0.631578947368421	0.0	0.3684210526315789	0.0	4z5r
331	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	4zff
332	0.09090909090909091	0.2727272727272727	0.6363636363636364	0.0	4zpv
333	0.14285714285714285	0.2857142857142857	0.5714285714285714	0.0	4zs6
334	0.7368421052631579	0.0	0.2631578947368421	0.0	4zs7
335	0.11764705882352941	0.17647058823529413	0.7058823529411765	0.0	4zso
336	0.0	0.5	0.5	0.0	4zxb
337	1.0	0.0	0.0	0.0	4zyp
338	0.1111111111111111	0.4444444444444444	0.4444444444444444	0.0	5a3i
339	0.0	0.4	0.6	0.0	5anm
340	0.17647058823529413	0.29411764705882354	0.5294117647058824	0.0	5b3j
341	0.0	0.6111111111111112	0.3888888888888889	0.0	5b71
342	0.25	0.5	0.25	0.0	5bv7
343	0.2777777777777778	0.3333333333333333	0.3888888888888889	0.0	5bvp
344	0.07692307692307693	0.38461538461538464	0.5384615384615384	0.0	5c0n
345	0.14285714285714285	0.2857142857142857	0.5714285714285714	0.0	5c6t
346	0.42105263157894735	0.3157894736842105	0.2631578947368421	0.0	5cbe
347	0.047619047619047616	0.14285714285714285	0.8095238095238095	0.0	5cd5
348	0.0	0.17391304347826086	0.8260869565217391	0.0	5cus
349	0.18181818181818182	0.045454545454545456	0.7727272727272727	0.0	5czv
350	0.6363636363636364	0.0	0.36363636363636365	0.0	5czx
351	0.35714285714285715	0.21428571428571427	0.42857142857142855	0.0	5d1q
352	0.3076923076923077	0.3076923076923077	0.38461538461538464	0.0	5d1x
353	0.3125	0.4375	0.25	0.0	5d1z
354	0.5217391304347826	0.0	0.4782608695652174	0.0	5d72
355	0.4117647058823529	0.058823529411764705	0.5294117647058824	0.0	5d8j
356	0.5789473684210527	0.0	0.42105263157894735	0.0	5d93
357	0.15789473684210525	0.15789473684210525	0.6842105263157895	0.0	5d96
358	0.7142857142857143	0.0	0.2857142857142857	0.0	5dfv
359	0.0	0.3333333333333333	0.6666666666666666	0.0	5dmi
360	0.07142857142857142	0.5714285714285714	0.35714285714285715	0.0	5dum
361	0.09523809523809523	0.42857142857142855	0.47619047619047616	0.0	5dup
362	0.09523809523809523	0.42857142857142855	0.47619047619047616	0.0	5dur
363	0.0	0.5833333333333334	0.4166666666666667	0.0	5e8e
364	0.5555555555555556	0.0	0.4444444444444444	0.0	5e94
365	0.0	0.29411764705882354	0.7058823529411765	0.0	5en2
366	0.0	0.8333333333333334	0.16666666666666666	0.0	5esv
367	0.0	0.7142857142857143	0.2857142857142857	0.0	5esz
368	0.1111111111111111	0.4444444444444444	0.4444444444444444	0.0	5ezo
369	0.06666666666666667	0.5333333333333333	0.4	0.0	5f3b
370	0.06666666666666667	0.5333333333333333	0.4	0.0	5f3h
371	0.0	0.0	1.0	0.0	5f6j
372	0.125	0.08333333333333333	0.7916666666666666	0.0	5f96
373	0.1	0.1	0.8	0.0	5f9o
374	0.17857142857142858	0.10714285714285714	0.7142857142857143	0.0	5f9w
375	0.2777777777777778	0.2777777777777778	0.4444444444444444	0.0	5fb8
376	0.0	0.45454545454545453	0.5454545454545454	0.0	5fhc
377	0.14285714285714285	0.5714285714285714	0.2857142857142857	0.0	5ggt
378	0.0	0.6	0.4	0.0	5ggv
379	0.22580645161290322	0.2903225806451613	0.4838709677419355	0.0	5gjs
380	0.0	0.6111111111111112	0.3888888888888889	0.0	5gmq
381	0.0	0.7222222222222222	0.2777777777777778	0.0	5grj
382	0.1276595744680851	0.44680851063829785	0.425531914893617	0.0	5gzn
383	0.0625	0.6875	0.25	0.0	5gzo
384	0.7727272727272727	0.0	0.22727272727272727	0.0	5h35
385	0.5789473684210527	0.0	0.42105263157894735	0.0	5hbt
386	0.42857142857142855	0.2857142857142857	0.2857142857142857	0.0	5hdq
387	0.2631578947368421	0.10526315789473684	0.631578947368421	0.0	5hj3
388	0.0	0.6	0.4	0.0	5i5k
389	0.038461538461538464	0.19230769230769232	0.7692307692307693	0.0	5i9q
390	0.21739130434782608	0.30434782608695654	0.4782608695652174	0.0	5ibl
391	0.0	0.0	1.0	0.0	5ikc
392	0.38461538461538464	0.0	0.6153846153846154	0.0	5j13
393	0.5833333333333334	0.08333333333333333	0.3333333333333333	0.0	5j3d
394	0.0	0.0	1.0	0.0	5jhl
395	0.09523809523809523	0.6666666666666666	0.23809523809523808	0.0	5jq6
396	0.18604651162790697	0.23255813953488372	0.5813953488372093	0.0	5jw4
397	0.0	0.4117647058823529	0.5882352941176471	0.0	5jxe
398	0.0	0.4117647058823529	0.5882352941176471	0.0	5jz7
399	0.25	0.2	0.55	0.0	5k9k
400	0.47058823529411764	0.17647058823529413	0.35294117647058826	0.0	5k9o
401	0.4166666666666667	0.25	0.3333333333333333	0.0	5k9q
402	0.3	0.23333333333333334	0.4666666666666667	0.0	5kan
403	0.6666666666666666	0.0	0.3333333333333333	0.0	5kaq
404	0.35714285714285715	0.0	0.6428571428571429	0.0	5kel
405	0.0	0.4666666666666667	0.5333333333333333	0.0	5kem
406	0.23529411764705882	0.11764705882352941	0.6470588235294118	0.0	5ken
407	0.10526315789473684	0.2631578947368421	0.631578947368421	0.0	5kjr
408	0.2	0.0	0.8	0.0	5kte
409	0.045454545454545456	0.5454545454545454	0.4090909090909091	0.0	5kvd
410	0.0	0.5	0.5	0.0	5kve
411	0.05555555555555555	0.3888888888888889	0.5555555555555556	0.0	5kvf
412	0.0	0.3125	0.6875	0.0	5kvg
413	0.0	0.13333333333333333	0.8666666666666667	0.0	5kw9
414	0.07692307692307693	0.23076923076923078	0.6923076923076923	0.0	5l0q
415	0.6666666666666666	0.0	0.3333333333333333	0.0	5l6y
416	0.0	0.4	0.6	0.0	5lbs
417	0.0	0.2	0.8	0.0	5ldn
418	0.23076923076923078	0.0	0.7692307692307693	0.0	5lqb
419	0.3	0.4	0.3	0.0	5lsp
420	0.0	0.6666666666666666	0.3333333333333333	0.0	5mhr
421	0.8	0.0	0.2	0.0	5mi0
422	0.0	0.8181818181818182	0.18181818181818182	0.0	5mo9
423	0.0	0.3333333333333333	0.6666666666666666	0.0	5n7w
424	0.07142857142857142	0.5	0.42857142857142855	0.0	5nh3
425	0.5	0.0	0.5	0.0	5nj6
426	0.3125	0.234375	0.453125	0.0	5njd
427	0.18181818181818182	0.22727272727272727	0.5909090909090909	0.0	5nmv
428	0.0	0.21428571428571427	0.7857142857142857	0.0	5nuz
429	0.0625	0.5	0.4375	0.0	5o14
430	0.0	0.6666666666666666	0.3333333333333333	0.0	5o1r
431	0.0	0.058823529411764705	0.9411764705882353	0.0	5o4g
432	0.0	0.4444444444444444	0.5555555555555556	0.0	5o7p
433	0.0	0.18181818181818182	0.8181818181818182	0.0	5ob5
434	0.14285714285714285	0.21428571428571427	0.6428571428571429	0.0	5occ
435	0.5333333333333333	0.0	0.4666666666666667	0.0	5otj
436	0.05263157894736842	0.42105263157894735	0.5263157894736842	0.0	5sx4
437	0.0	0.3125	0.6875	0.0	5t1d
438	0.0	0.2857142857142857	0.7142857142857143	0.0	5t33
